name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Decatur,2024-03-26,11.6,3.3,7.4,11.6,-1.5,4.5,4.9,84.8,3.665,100,25,rain,0,0,60.6,38.4,219.5,1003.3,92.5,15.4,52.5,4.6,3,10,2024-03-26T06:48:33,2024-03-26T19:14:40,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-27,8.3,0.6,3.6,6.7,-4.5,0.2,-2.9,63.5,0,0,0,,0,0,33.5,22.2,275.3,1019.3,59.6,16,254.7,22.1,10,10,2024-03-27T06:46:56,2024-03-27T19:15:41,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-03-28,16.7,-1.6,8.1,16.7,-6.7,7,-0.4,58.5,0,0,0,,0,0,53,29.2,225.8,1020.5,13.4,16,248.2,21.5,8,10,2024-03-28T06:45:19,2024-03-28T19:16:42,0.62,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-29,21.7,3.8,14,21.7,2.6,13.4,3.3,52.1,0,0,0,,0,0,55.1,33.4,196.5,1015,19.8,16,190.7,16.5,8,10,2024-03-29T06:43:43,2024-03-29T19:17:42,0.65,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,F6994,74467204862"
Decatur,2024-03-30,22.2,10.7,17.7,22.2,10.7,17.7,8.9,57.9,1.4,100,8.33,rain,0,0,63.9,34.8,245.9,1009.1,22.6,15.6,207,17.8,7,10,2024-03-30T06:42:06,2024-03-30T19:18:43,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-31,21.7,7.2,13.6,21.7,4.3,12.5,9.1,76.7,2.928,100,25,rain,0,0,66.6,38.7,84.7,1010.6,76.3,15.4,221.9,19.1,8,10,2024-03-31T06:40:30,2024-03-31T19:19:43,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-04-01,17.8,10,14.2,17.8,6.9,13.9,13.5,95.5,14.925,100,37.5,rain,0,0,44.6,25.8,71.9,1007.2,92.3,13.7,56.4,4.8,3,10,2024-04-01T06:38:54,2024-04-01T19:20:44,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-04-02,18.3,4.3,12.2,18.3,-1.2,10.6,10.9,92.1,30.389,100,33.33,rain,0,0,64.6,44.2,246.1,998.8,99.8,14.6,62.1,5.4,5,10,2024-04-02T06:37:19,2024-04-02T19:21:44,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-04-03,5,2.2,3.3,0.8,-3.3,-1.9,1.7,89.1,4.049,100,50,rain,0,0,61,40.4,285.5,998.1,99.1,14.9,77.6,6.8,3,10,2024-04-03T06:35:44,2024-04-03T19:22:45,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-04-04,6.1,2.8,3.9,2.4,-2.3,-0.4,1.6,85.4,2.874,100,25,rain,0,0,46,29.2,308,1007.6,98.7,15.2,66.5,5.7,3,10,2024-04-04T06:34:09,2024-04-04T19:23:45,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-04-05,7.9,2.2,5.9,5.6,1.3,3.3,2.1,77.8,0,0,0,,0,0,27.7,20.4,343.1,1020.1,87.6,16,92.6,8.1,4,10,2024-04-05T06:32:34,2024-04-05T19:24:45,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-04-06,12.9,-2.1,5.9,12.9,-5.5,4.4,1.1,74.2,0,0,0,,0,0,35.1,22.2,102,1022.2,0,15.9,289.8,25.1,9,10,2024-04-06T06:31:00,2024-04-06T19:25:46,0.93,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-04-07,15.7,5,10.2,15.7,1.3,8.5,6.1,76.7,8.445,100,29.17,rain,0,0,73.5,51,129.4,1011.7,60.9,16,127,10.9,8,10,2024-04-07T06:29:27,2024-04-07T19:26:46,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-04-08,22.9,6.7,15.2,22.9,5.3,14.7,6.9,63.2,0,0,0,,0,0,36.9,27.3,190.1,1012.6,7.5,15.2,241.6,20.8,8,10,2024-04-08T06:27:53,2024-04-08T19:27:47,0,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-04-09,20.6,8.8,15.8,20.6,7.8,15.7,6.3,54.4,0,0,0,,0,0,37.1,23.7,260.6,1013.3,16,16,275.2,23.8,9,10,2024-04-09T06:26:21,2024-04-09T19:28:47,0.03,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-04-10,16.7,7.9,12.8,16.7,6.6,12.6,9.2,79.7,3.177,100,29.17,rain,0,0,48.2,20.4,62.7,1011.3,67.7,15.8,144.7,12.4,7,10,2024-04-10T06:24:48,2024-04-10T19:29:47,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-04-11,18.3,10.6,13.2,18.3,10.6,13.2,9.5,79.8,12.833,100,54.17,rain,0,0,66.6,38.4,335.2,1002.6,90.3,15.1,112,9.7,5,10,2024-04-11T06:23:17,2024-04-11T19:30:48,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-04-12,17.9,7.8,12.6,17.9,4.1,11.4,4.5,61.9,4.688,100,12.5,rain,0,0,65.3,45.9,291,1011.9,49.3,15.4,255.5,22.2,9,10,2024-04-12T06:21:46,2024-04-12T19:31:48,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
